,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message
108,"{'lon': 113.63, 'lat': -24.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 78.8, 'feels_like': 68.74, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1011, 'humidity': 54}",10000.0,"{'speed': 24.16, 'deg': 190}",{'all': 0},1603770881.0,"{'type': 1, 'id': 9505, 'country': 'AU', 'sunrise': 1603748473, 'sunset': 1603795034}",28800.0,2074865.0,Carnarvon,200,,
109,"{'lon': 168.33, 'lat': -46.6}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 57, 'feels_like': 52.07, 'temp_min': 57, 'temp_max': 57, 'pressure': 1030, 'humidity': 66}",10000.0,"{'speed': 7, 'deg': 97, 'gust': 15.01}",{'all': 15},1603770798.0,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1603733390, 'sunset': 1603783863}",46800.0,2206939.0,Bluff,200,,
110,"{'lon': 117.89, 'lat': -35.02}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 73.4, 'feels_like': 64.78, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1010, 'humidity': 46}",10000.0,"{'speed': 16.11, 'deg': 280}",{'all': 75},1603770823.0,"{'type': 1, 'id': 9484, 'country': 'AU', 'sunrise': 1603746676, 'sunset': 1603794787}",28800.0,2077963.0,Albany,200,,
111,"{'lon': -39.92, 'lat': -2.92}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 77.63, 'feels_like': 80.85, 'temp_min': 77.63, 'temp_max': 77.63, 'pressure': 1010, 'humidity': 84, 'sea_level': 1010, 'grnd_level': 1007}",10000.0,"{'speed': 10.07, 'deg': 85}",{'all': 13},1603770889.0,"{'country': 'BR', 'sunrise': 1603786637, 'sunset': 1603830570}",-10800.0,3393692.0,Itarema,200,,
112,"{'lon': -50.21, 'lat': -30.18}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 64.9, 'feels_like': 61.32, 'temp_min': 64.9, 'temp_max': 64.9, 'pressure': 1002, 'humidity': 93, 'sea_level': 1002, 'grnd_level': 1001}",10000.0,"{'speed': 14.12, 'deg': 258}",{'all': 100},1603770890.0,"{'country': 'BR', 'sunrise': 1603787385, 'sunset': 1603834761}",-10800.0,3466165.0,Cidreira,200,{'1h': 3.158},
113,"{'lon': -134.97, 'lat': -23.12}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 75.54, 'feels_like': 75.22, 'temp_min': 75.54, 'temp_max': 75.54, 'pressure': 1017, 'humidity': 86, 'sea_level': 1017, 'grnd_level': 1014}",10000.0,"{'speed': 15.08, 'deg': 352}",{'all': 100},1603770757.0,"{'country': 'PF', 'sunrise': 1603721868, 'sunset': 1603768170}",-32400.0,4030556.0,Rikitea,200,{'1h': 0.18},
114,"{'lon': 85.85, 'lat': 19.8}","[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,"{'temp': 77, 'feels_like': 82.09, 'temp_min': 77, 'temp_max': 77, 'pressure': 1011, 'humidity': 83}",5000.0,"{'speed': 5.82, 'deg': 320}",{'all': 5},1603770893.0,"{'type': 1, 'id': 9113, 'country': 'IN', 'sunrise': 1603757734, 'sunset': 1603799108}",19800.0,1259184.0,Puri,200,,
115,"{'lon': -89.92, 'lat': 35.93}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 50.56, 'feels_like': 46.54, 'temp_min': 48.2, 'temp_max': 51.8, 'pressure': 1022, 'humidity': 87}",10000.0,"{'speed': 5.82, 'deg': 60}",{'all': 90},1603770894.0,"{'type': 1, 'id': 4374, 'country': 'US', 'sunrise': 1603714605, 'sunset': 1603753811}",-18000.0,4102412.0,Blytheville,200,,
116,"{'lon': -139.03, 'lat': -9.8}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 78.87, 'feels_like': 73.67, 'temp_min': 78.87, 'temp_max': 78.87, 'pressure': 1013, 'humidity': 73, 'sea_level': 1013, 'grnd_level': 1011}",10000.0,"{'speed': 22.3, 'deg': 75}",{'all': 37},1603770787.0,"{'country': 'PF', 'sunrise': 1603723650, 'sunset': 1603768338}",-34200.0,4020109.0,Atuona,200,,
117,"{'lon': -96.47, 'lat': 15.74}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 73.99, 'feels_like': 81, 'temp_min': 73.99, 'temp_max': 73.99, 'pressure': 1009, 'humidity': 95}",10000.0,"{'speed': 3.42, 'deg': 360}",{'all': 99},1603770896.0,"{'type': 3, 'id': 2005410, 'country': 'MX', 'sunrise': 1603714840, 'sunset': 1603756719}",-21600.0,3517970.0,Pochutla,200,{'1h': 0.31},
118,"{'lon': -5.02, 'lat': 5.14}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 77.31, 'feels_like': 83.61, 'temp_min': 77.31, 'temp_max': 77.31, 'pressure': 1008, 'humidity': 87, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 5.3, 'deg': 229}",{'all': 95},1603770897.0,"{'country': 'CI', 'sunrise': 1603778707, 'sunset': 1603821749}",0.0,2288105.0,Grand-Lahou,200,{'1h': 0.98},
119,"{'lon': -134.97, 'lat': -23.12}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 75.54, 'feels_like': 75.22, 'temp_min': 75.54, 'temp_max': 75.54, 'pressure': 1017, 'humidity': 86, 'sea_level': 1017, 'grnd_level': 1014}",10000.0,"{'speed': 15.08, 'deg': 352}",{'all': 100},1603770757.0,"{'country': 'PF', 'sunrise': 1603721868, 'sunset': 1603768170}",-32400.0,4030556.0,Rikitea,200,{'1h': 0.18},
120,"{'lon': 10.1, 'lat': 0.19}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 74.52, 'feels_like': 83.12, 'temp_min': 74.52, 'temp_max': 74.52, 'pressure': 1010, 'humidity': 95, 'sea_level': 1010, 'grnd_level': 1008}",10000.0,"{'speed': 1.07, 'deg': 115}",{'all': 100},1603770900.0,"{'country': 'GA', 'sunrise': 1603774806, 'sunset': 1603818394}",3600.0,2400682.0,Kango,200,{'1h': 0.22},
121,"{'lon': -46.03, 'lat': 60.72}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 33.8, 'feels_like': 22.12, 'temp_min': 33.8, 'temp_max': 33.8, 'pressure': 992, 'humidity': 50}",10000.0,"{'speed': 11.41, 'deg': 210}",{'all': 93},1603770901.0,"{'type': 1, 'id': 47, 'country': 'GL', 'sunrise': 1603793838, 'sunset': 1603826302}",-10800.0,3420846.0,Qaqortoq,200,,
122,,,,,,,,,,,,,404,,city not found
123,"{'lon': 20.04, 'lat': -34.53}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 62.6, 'feels_like': 64.81, 'temp_min': 62.6, 'temp_max': 62.6, 'pressure': 1010, 'humidity': 93}",10000.0,"{'speed': 2.24, 'deg': 80}",{'all': 40},1603770859.0,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1603770184, 'sunset': 1603818244}",7200.0,1015776.0,Bredasdorp,200,,
124,"{'lon': 150.18, 'lat': -35.72}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 57.4, 'feels_like': 56.34, 'temp_min': 55.99, 'temp_max': 60.01, 'pressure': 944, 'humidity': 82}",10000.0,"{'speed': 3, 'deg': 180, 'gust': 8.99}",{'all': 84},1603770904.0,"{'type': 3, 'id': 2033442, 'country': 'AU', 'sunrise': 1603738871, 'sunset': 1603787093}",39600.0,2176639.0,Batemans Bay,200,,
125,"{'lon': -73.77, 'lat': -42.47}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",stations,"{'temp': 42.1, 'feels_like': 36.01, 'temp_min': 37, 'temp_max': 46, 'pressure': 1010, 'humidity': 93}",9000.0,"{'speed': 6.93, 'deg': 360}",{'all': 75},1603770866.0,"{'type': 1, 'id': 8512, 'country': 'CL', 'sunrise': 1603791914, 'sunset': 1603841540}",-10800.0,3896218.0,Castro,200,,
126,,,,,,,,,,,,,404,,city not found
127,,,,,,,,,,,,,404,,city not found
128,"{'lon': -35.46, 'lat': -5.2}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 78.8, 'feels_like': 84.22, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1012, 'humidity': 83}",10000.0,"{'speed': 6.93, 'deg': 110}",{'all': 20},1603770909.0,"{'type': 1, 'id': 8452, 'country': 'BR', 'sunrise': 1603785440, 'sunset': 1603829627}",-10800.0,3386213.0,Touros,200,,
129,"{'lon': 20.04, 'lat': -34.53}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 62.6, 'feels_like': 64.81, 'temp_min': 62.6, 'temp_max': 62.6, 'pressure': 1010, 'humidity': 93}",10000.0,"{'speed': 2.24, 'deg': 80}",{'all': 40},1603770859.0,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1603770184, 'sunset': 1603818244}",7200.0,1015776.0,Bredasdorp,200,,
130,"{'lon': 155.55, 'lat': 62.55}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 12.42, 'feels_like': 3.49, 'temp_min': 12.42, 'temp_max': 12.42, 'pressure': 1026, 'humidity': 95, 'sea_level': 1026, 'grnd_level': 930}",10000.0,"{'speed': 5.73, 'deg': 350}",{'all': 74},1603770912.0,"{'country': 'RU', 'sunrise': 1603745823, 'sunset': 1603777564}",39600.0,2125906.0,Dukat,200,,
131,"{'lon': -38.51, 'lat': -12.97}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 77, 'feels_like': 82.4, 'temp_min': 77, 'temp_max': 77, 'pressure': 1009, 'humidity': 88}",10000.0,"{'speed': 6.93, 'deg': 10}",{'all': 75},1603770666.0,"{'type': 1, 'id': 8454, 'country': 'BR', 'sunrise': 1603785725, 'sunset': 1603830805}",-10800.0,3450554.0,Salvador,200,,
132,"{'lon': -25.09, 'lat': 17.2}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 78.8, 'feels_like': 68.36, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1011, 'humidity': 78}",8000.0,"{'speed': 33.33, 'deg': 60}",{'all': 75},1603770914.0,"{'type': 1, 'id': 2467, 'country': 'CV', 'sunrise': 1603784210, 'sunset': 1603825879}",-3600.0,3374346.0,Ponta do Sol,200,,
133,"{'lon': -49.17, 'lat': -28.27}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 67.86, 'feels_like': 71.8, 'temp_min': 67.86, 'temp_max': 67.86, 'pressure': 1005, 'humidity': 92, 'sea_level': 1005, 'grnd_level': 996}",10000.0,"{'speed': 2.73, 'deg': 26}",{'all': 100},1603770915.0,"{'country': 'BR', 'sunrise': 1603787281, 'sunset': 1603834367}",-10800.0,3469115.0,Braço do Norte,200,,
134,"{'lon': -75.95, 'lat': 20.05}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 78.8, 'feels_like': 86.47, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1015, 'humidity': 88}",9000.0,"{'speed': 4.7, 'deg': 360}",{'all': 40},1603770916.0,"{'type': 1, 'id': 7240, 'country': 'CU', 'sunrise': 1603710166, 'sunset': 1603751544}",-14400.0,3561408.0,El Cobre,200,,
135,"{'lon': -109.91, 'lat': 22.89}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 77.47, 'feels_like': 77.76, 'temp_min': 73.4, 'temp_max': 80.6, 'pressure': 1012, 'humidity': 73}",10000.0,"{'speed': 11.41, 'deg': 280}",{'all': 20},1603770917.0,"{'type': 1, 'id': 7151, 'country': 'MX', 'sunrise': 1603718493, 'sunset': 1603759518}",-25200.0,3985710.0,Cabo San Lucas,200,,
136,"{'lon': -90.35, 'lat': -0.74}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 68, 'feels_like': 72.99, 'temp_min': 68, 'temp_max': 68, 'pressure': 1014, 'humidity': 92}",10000.0,"{'speed': 1.01, 'deg': 145, 'gust': 1.99}",{'all': 55},1603770848.0,"{'type': 3, 'id': 2005652, 'country': 'EC', 'sunrise': 1603712467, 'sunset': 1603756155}",-21600.0,3652764.0,Puerto Ayora,200,,
137,"{'lon': -77.03, 'lat': -12.04}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 61.79, 'feels_like': 57.31, 'temp_min': 61, 'temp_max': 62.6, 'pressure': 1014, 'humidity': 82}",10000.0,"{'speed': 11.41, 'deg': 170}",{'all': 0},1603770859.0,"{'type': 1, 'id': 8682, 'country': 'PE', 'sunrise': 1603708646, 'sunset': 1603753583}",-18000.0,3936456.0,Lima,200,,
138,"{'lon': -159.32, 'lat': 22.08}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 73.4, 'feels_like': 76.95, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1013, 'humidity': 88}",10000.0,"{'speed': 6.93, 'deg': 310}",{'all': 90},1603770838.0,"{'type': 1, 'id': 7873, 'country': 'US', 'sunrise': 1603730305, 'sunset': 1603771421}",-36000.0,5848280.0,Kapaa,200,,
139,"{'lon': 34.13, 'lat': -5.95}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 62.31, 'feels_like': 60.04, 'temp_min': 62.31, 'temp_max': 62.31, 'pressure': 1014, 'humidity': 85, 'sea_level': 1014, 'grnd_level': 855}",10000.0,"{'speed': 8.39, 'deg': 99}",{'all': 82},1603770922.0,"{'country': 'TZ', 'sunrise': 1603768699, 'sunset': 1603812967}",10800.0,154097.0,Mgandu,200,,
140,"{'lon': -14.42, 'lat': -7.93}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 73.4, 'feels_like': 72, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1011, 'humidity': 78}",10000.0,"{'speed': 12.75, 'deg': 140}",{'all': 20},1603770805.0,"{'type': 1, 'id': 2046, 'country': 'SH', 'sunrise': 1603780237, 'sunset': 1603824731}",0.0,2411397.0,Georgetown,200,,
141,"{'lon': 80.26, 'lat': 41.12}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 52.16, 'feels_like': 46.94, 'temp_min': 52.16, 'temp_max': 52.16, 'pressure': 1026, 'humidity': 39, 'sea_level': 1026, 'grnd_level': 902}",10000.0,"{'speed': 1.95, 'deg': 107}",{'all': 74},1603770724.0,"{'country': 'CN', 'sunrise': 1603760644, 'sunset': 1603798880}",28800.0,1529660.0,Aksu,200,,
142,"{'lon': -56.15, 'lat': 72.79}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 17.6, 'feels_like': 9.3, 'temp_min': 17.6, 'temp_max': 17.6, 'pressure': 1000, 'humidity': 83, 'sea_level': 1000, 'grnd_level': 1000}",10000.0,"{'speed': 4.88, 'deg': 84}",{'all': 41},1603770926.0,"{'country': 'GL', 'sunrise': 1603801451, 'sunset': 1603823547}",-10800.0,3418910.0,Upernavik,200,,
143,"{'lon': -70.92, 'lat': -53.15}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 41, 'feels_like': 25.7, 'temp_min': 41, 'temp_max': 41, 'pressure': 986, 'humidity': 70}",10000.0,"{'speed': 20.8, 'deg': 310}",{'all': 20},1603770800.0,"{'type': 1, 'id': 8487, 'country': 'CL', 'sunrise': 1603789778, 'sunset': 1603842309}",-10800.0,3874787.0,Punta Arenas,200,,
144,"{'lon': 105.78, 'lat': 10.03}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 84.2, 'feels_like': 91.2, 'temp_min': 84.2, 'temp_max': 84.2, 'pressure': 1009, 'humidity': 79}",10000.0,"{'speed': 8.05, 'deg': 350}",{'all': 40},1603770676.0,"{'type': 1, 'id': 9305, 'country': 'VN', 'sunrise': 1603752384, 'sunset': 1603794891}",25200.0,1586203.0,Can Tho,200,,
145,"{'lon': -69.36, 'lat': 77.48}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 8.67, 'feels_like': -2.6, 'temp_min': 8.67, 'temp_max': 8.67, 'pressure': 1002, 'humidity': 78, 'sea_level': 1002, 'grnd_level': 1002}",10000.0,"{'speed': 9.08, 'deg': 72}",{'all': 96},1603770794.0,"{'country': 'GL', 'sunrise': 1603812343, 'sunset': 1603818995}",-10800.0,3831208.0,Qaanaaq,200,,
146,"{'lon': -6.59, 'lat': 62.23}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 33.8, 'feels_like': 29.32, 'temp_min': 33.8, 'temp_max': 33.8, 'pressure': 992, 'humidity': 86}",10000.0,"{'speed': 1.12, 'deg': 20}",{'all': 62},1603770792.0,"{'type': 1, 'id': 1596, 'country': 'FO', 'sunrise': 1603784730, 'sunset': 1603816480}",0.0,2618795.0,Klaksvík,200,,
147,"{'lon': 24.73, 'lat': -34}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 64, 'feels_like': 67.21, 'temp_min': 64, 'temp_max': 64, 'pressure': 1010, 'humidity': 91}",10000.0,"{'speed': 1.01, 'deg': 113, 'gust': 5.99}",{'all': 1},1603770801.0,"{'type': 3, 'id': 2035063, 'country': 'ZA', 'sunrise': 1603769104, 'sunset': 1603817073}",7200.0,986717.0,Kruisfontein,200,,
148,"{'lon': 170.31, 'lat': 69.7}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 20.59, 'feels_like': 3.85, 'temp_min': 20.59, 'temp_max': 20.59, 'pressure': 1021, 'humidity': 94, 'sea_level': 1021, 'grnd_level': 1015}",4163.0,"{'speed': 20.71, 'deg': 274}",{'all': 94},1603770814.0,"{'country': 'RU', 'sunrise': 1603744892, 'sunset': 1603771410}",43200.0,2122090.0,Pevek,200,,
149,"{'lon': 7.99, 'lat': 59.57}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 43, 'feels_like': 39.49, 'temp_min': 43, 'temp_max': 43, 'pressure': 992, 'humidity': 93}",406.0,"{'speed': 2.68, 'deg': 143}",{'all': 100},1603770934.0,"{'type': 3, 'id': 2004729, 'country': 'NO', 'sunrise': 1603780590, 'sunset': 1603813622}",3600.0,3163198.0,Åmot,200,,
150,,,,,,,,,,,,,404,,city not found
151,,,,,,,,,,,,,404,,city not found
152,"{'lon': 147.33, 'lat': -42.88}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 57.6, 'feels_like': 49.55, 'temp_min': 55.4, 'temp_max': 59, 'pressure': 1031, 'humidity': 58}",10000.0,"{'speed': 11.41, 'deg': 130}",{'all': 75},1603770802.0,"{'type': 1, 'id': 9545, 'country': 'AU', 'sunrise': 1603738858, 'sunset': 1603788474}",39600.0,2163355.0,Hobart,200,,
153,"{'lon': -159.32, 'lat': 22.08}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 73.4, 'feels_like': 76.95, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1013, 'humidity': 88}",10000.0,"{'speed': 6.93, 'deg': 310}",{'all': 90},1603770838.0,"{'type': 1, 'id': 7873, 'country': 'US', 'sunrise': 1603730305, 'sunset': 1603771421}",-36000.0,5848280.0,Kapaa,200,,
154,"{'lon': 96.17, 'lat': 27.92}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 83.44, 'feels_like': 86.04, 'temp_min': 83.44, 'temp_max': 83.44, 'pressure': 1015, 'humidity': 50, 'sea_level': 1015, 'grnd_level': 990}",10000.0,"{'speed': 3.15, 'deg': 237}",{'all': 25},1603770940.0,"{'country': 'IN', 'sunrise': 1603755777, 'sunset': 1603796111}",19800.0,1254709.0,Tezu,200,,
155,,,,,,,,,,,,,404,,city not found
156,"{'lon': -70.92, 'lat': -53.15}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 41, 'feels_like': 25.7, 'temp_min': 41, 'temp_max': 41, 'pressure': 986, 'humidity': 70}",10000.0,"{'speed': 20.8, 'deg': 310}",{'all': 20},1603770800.0,"{'type': 1, 'id': 8487, 'country': 'CL', 'sunrise': 1603789778, 'sunset': 1603842309}",-10800.0,3874787.0,Punta Arenas,200,,
157,"{'lon': -68.3, 'lat': -54.8}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 46.4, 'feels_like': 34.05, 'temp_min': 46.4, 'temp_max': 46.4, 'pressure': 982, 'humidity': 42}",10000.0,"{'speed': 13.87, 'deg': 320}",{'all': 20},1603770808.0,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1603788854, 'sunset': 1603841976}",-10800.0,3833367.0,Ushuaia,200,,
158,,,,,,,,,,,,,404,,city not found
159,"{'lon': 19.23, 'lat': -34.42}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 57, 'feels_like': 57.22, 'temp_min': 57, 'temp_max': 57, 'pressure': 1011, 'humidity': 90}",10000.0,"{'speed': 1.86, 'deg': 332}",{'all': 28},1603770945.0,"{'type': 3, 'id': 2006131, 'country': 'ZA', 'sunrise': 1603770388, 'sunset': 1603818429}",7200.0,3366880.0,Hermanus,200,,
160,"{'lon': 172.79, 'lat': 3.07}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 81.7, 'feels_like': 84.18, 'temp_min': 81.7, 'temp_max': 81.7, 'pressure': 1007, 'humidity': 65, 'sea_level': 1007, 'grnd_level': 1006}",10000.0,"{'speed': 8.05, 'deg': 120}",{'all': 6},1603770947.0,"{'country': 'KI', 'sunrise': 1603735919, 'sunset': 1603779194}",43200.0,2110227.0,Butaritari,200,,
161,,,,,,,,,,,,,404,,city not found
162,"{'lon': 96.13, 'lat': 4.14}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 85.35, 'feels_like': 92.35, 'temp_min': 85.35, 'temp_max': 85.35, 'pressure': 1011, 'humidity': 64, 'sea_level': 1011, 'grnd_level': 1011}",10000.0,"{'speed': 2.75, 'deg': 165}",{'all': 53},1603770949.0,"{'country': 'ID', 'sunrise': 1603754376, 'sunset': 1603797531}",25200.0,1214488.0,Meulaboh,200,,
163,,,,,,,,,,,,,404,,city not found
164,,,,,,,,,,,,,404,,city not found
165,"{'lon': -70.92, 'lat': -53.15}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 41, 'feels_like': 25.7, 'temp_min': 41, 'temp_max': 41, 'pressure': 986, 'humidity': 70}",10000.0,"{'speed': 20.8, 'deg': 310}",{'all': 20},1603770800.0,"{'type': 1, 'id': 8487, 'country': 'CL', 'sunrise': 1603789778, 'sunset': 1603842309}",-10800.0,3874787.0,Punta Arenas,200,,
166,"{'lon': 37.84, 'lat': 57.24}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 41.47, 'feels_like': 32.81, 'temp_min': 41.47, 'temp_max': 41.47, 'pressure': 1025, 'humidity': 86, 'sea_level': 1025, 'grnd_level': 1010}",10000.0,"{'speed': 10.65, 'deg': 175}",{'all': 98},1603770954.0,"{'country': 'RU', 'sunrise': 1603772943, 'sunset': 1603806941}",10800.0,553884.0,Kalyazin,200,,
167,"{'lon': 18.42, 'lat': -33.93}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 58.75, 'feels_like': 56.34, 'temp_min': 55.99, 'temp_max': 61, 'pressure': 1010, 'humidity': 93}",10000.0,"{'speed': 8.05, 'deg': 330}",{'all': 20},1603770468.0,"{'type': 1, 'id': 1899, 'country': 'ZA', 'sunrise': 1603770623, 'sunset': 1603818583}",7200.0,3369157.0,Cape Town,200,,
